UTC	LocalTime	zapf(wted)	zapf(bwted)	Furby	Beam	Tstamp	Injector.snr	Injector.dm	Injector.width	Injector.prob	Heimdall.snr	Heimdall.dm	Heimdall.width	Heimdall.prob	Online.snr	Online.dm	Online.width	Online.prob	Offline.snr	Offline.dm	Offline.width	Offline.prob	Unnamed Furby_file	Actual.dm	Actual.width	Actual.snr
2019-03-12-17:03:49	19-03-13_03:03:49	0	0	furby_7312	187	378.344541203	20.6635146538	2106.8762039	10.4853304103	1.0	14.5308	2101.73	10.48576	1.0	14.53079987	2101.73	10.48576	0.95562328	13.31	2098.476	27.343	1.0	nan	FURBY_2019-03-12-17:03:49_B187_S1156005.dada	2109.084	13.762	15.8	
2019-03-12-18:02:41	19-03-13_04:02:41	0	0	furby_7837	87	335.165173138	18.4593760423	2936.60286762	3.23546561942	1.0	14.456	2934.61	5.24288	1.0	14.45600033	2934.61	5.24288	0.83922442	0.0	0.0	0.0	0.0	nan	FURBY_2019-03-12-18:02:41_B087_S1024780.dada	2933.291	4.26	16.24	
2019-03-12-18:41:53	19-03-13_04:41:53	0	0	furby_5479	14	97.5215802112	37.8456284037	1750.5066402	5.30991831646	1.0	28.7397	1741.79	5.24288	1.0	28.73970032	1741.79	5.24288	0.96043651	16.05	1750.468	18.554	1.0	nan	FURBY_2019-03-12-18:41:53_B014_S298767.dada	1748.667	6.226	30.52	
2019-03-12-18:41:53	19-03-13_04:41:53	0	0	furby_6045	85	265.745084356	18.9015434484	1641.78039882	7.33995193416	1.0	14.4484	1644.8	5.24288	1.0	14.44839954	1644.8	5.24288	0.99185281	0.0	0.0	0.0	0.0	nan	FURBY_2019-03-12-18:41:53_B085_S812072.dada	1642.884	6.226	15.35	
2019-03-12-18:50:05	19-03-13_04:50:05	0	0	furby_4209	79	236.962981245	19.9623146368	4334.4920152	11.8118762216	1.0	18.9512	4333.75	10.48576	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nan	FURBY_2019-03-12-18:50:05_B079_S726013.dada	4327.869	13.762	20.22	
2019-03-12-19:09:53	19-03-13_05:09:53	0	0	furby_6479	72	281.875835123	38.5144865417	1962.11576365	8.84993538115	1.0	32.1087	1968.92	10.48576	1.0	32.1086998	1968.92	10.48576	0.97164577	21.64	1960.242	27.343	1.0	nan	FURBY_2019-03-12-19:09:53_B072_S861511.dada	1961.012	9.174	33.06	
2019-03-12-19:27:37	19-03-13_05:27:37	0	0	furby_6919	26	304.506069428	10.4959147413	2747.42347243	15.5123085912	1.0	9.11451	2749.77	10.48576	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nan	FURBY_2019-03-12-19:27:37_B026_S931091.dada	2979.975	1178.593	12.9	
2019-03-12-19:38:49	19-03-13_05:38:49	0	0	furby_9611	9	85.5777142918	25.2425632405	103.089958256	15.2661807485	1.0	22.213	113.712	20.97152	1.0	0.0	0.0	0.0	0.0	20.1	101.78	18.554	1.0	nan	FURBY_2019-03-12-19:38:49_B009_S261230.dada	113.393	20.643	22.78	
2019-03-12-19:52:09	19-03-13_05:52:09	0	0	furby_6994	206	65.8342195351	29.9158675935	1229.45597001	6.19490720689	1.0	27.1693	1233.61	5.24288	1.0	27.16930008	1233.61	5.24288	0.95237448	16.92	1218.423	12.695	1.0	nan	FURBY_2019-03-12-19:52:09_B206_S201721.dada	1228.352	6.226	27.42	
2019-03-12-19:57:17	19-03-13_05:57:17	0	0	furby_9683	281	190.782706264	8.3404579192	4243.2473741	6.3911868084	1.0	7.58079	4229.51	10.48576	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nan	FURBY_2019-03-12-19:57:17_B281_S585021.dada	4038.293	349.286	15.67	
2019-03-13-01:59:09	19-03-13_11:59:09	0	0	furby_5724	128	115.621014609	17.5673059175	1753.12302201	7.84932979823	1.0	13.1139	1756.09	10.48576	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nan	FURBY_2019-03-13-01:59:09_B128_S354003.dada	1755.699	9.174	14.25	
2019-03-13-01:59:09	19-03-13_11:59:09	0	0	furby_7363	156	346.275540121	29.8606819836	4276.39675218	6.20999203879	1.0	25.4946	4298.72	10.48576	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nan	FURBY_2019-03-13-01:59:09_B156_S1059570.dada	4275.293	6.226	29.4	
2019-03-13-01:59:09	19-03-13_11:59:09	0	0	furby_9364	197	49.3152416181	31.5342631858	3630.16099846	66.5425185963	1.0	18.3541	3684.28	41.94304	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nan	FURBY_2019-03-13-01:59:09_B197_S152893.dada	3656.654	69.136	27.03	
2019-03-13-10:39:57	19-03-13_20:39:57	0	0	furby_9376	149	116.47660219	8.38420386002	4271.48380287	6.74801837534	1.0	6.19384	1145.15	0.32768	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nan	FURBY_2019-03-13-10:39:57_B149_S358276.dada	4493.365	523.929	6.7	
